auction_brand,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,model,quote_id,year
PORSCHE,Scottsdale,356 B S 75 coupé T 5,Gooding & Co,50 390 €,OR,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Scottsdale,356 B S 75 coupé T 5,Bonhams,47 630 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Scottsdale,356 B S 75 coupé T 5 Reutter,Bonhams,76 390 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Toffen,356 B S 75 coupé T 5 toit ouvrant,Oldtimer Galerie Toffen,56 056 €,OR,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Goodwood,356 B S coupé 1600,Bonhams,123 590 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Scottsdale,356 B 1600 S 75 Hardtop-Coupé ,Bonhams,80 800 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Auvers-sur-Oise,356 B 1600 coupé,Le Calvez & Associés,51 620 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Paris,356 B Super 75 Coupé T 5 ex-Italie,Artcurial Motorcars,54 149 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Goodwood,356 B 60 coupé T5 préparé rallyes,Bonhams,35 720 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Mulhouse,356 B 60 coupé T5,Stanislas Machoïr,48 000 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Fontainebleau,356 B S 75 coupé T 5,Jean-Pierre Osenat,25 000 €,REST,V,DB 5 Vantage Saloon,5689,1963
PORSCHE,Stoneleigh Park,356 B S 75 coupé T 5 RHD,H & H Classic Auctions,20 350 €,REST,V,DB 5 Vantage Saloon,5689,1963
,,,,,,,DB 5 Vantage Saloon,8017,1963
PORSCHE,Brooklands,356 B (60 ch) cabriolet T 6 LHD,Historics at Brooklands,91 040 €,REST,V,DB 5 Vantage Saloon,8017,1963
PORSCHE,Monaco,356 B (60) cabriolet T 6,Bonhams,138 000 €,REST,V,DB 5 Vantage Saloon,8017,1963
PORSCHE,Monaco,"356 B ""60"" cabriolet T 6",Coys,52 000 €,REST+,V,DB 5 Vantage Saloon,8017,1963
PORSCHE,Castle Donington,"356 B ""60"" cabriolet T 6 RHD",Coys Auctions,29 250 €,OR,V,DB 5 Vantage Saloon,8017,1963
,,,,,,,DB 5 Vantage Saloon,5688,1963
PORSCHE,Scottsdale,356 B (60) cabriolet T 5,Gooding & Co,116 970 €,REST,V,DB 5 Vantage Saloon,5688,1963
PORSCHE,Pebble Beach,356 B (60 ch) cabriolet T 5,Gooding & Co,173 040 €,REST,V,DB 5 Vantage Saloon,5688,1963
PORSCHE,Knokke le Zoute,356 B T5 1600 Super cabriolet,Bonhams,124 200 €,REST,V,DB 5 Vantage Saloon,5688,1963
PORSCHE,Knokke le Zoute,356 B T5 1600 Super cabriolet,Bonhams,172 500 €,REST+,V,DB 5 Vantage Saloon,5688,1963
,,,,,,,DB 5 Vantage Saloon,8016,1963
PORSCHE,Londres,356 B (60) coupé T 6 LHD,Bonhams,90 300 €,REST,V,DB 5 Vantage Saloon,8016,1963
PORSCHE,Brooklands,"356 B coupé T 6, moteur S 90",Historics at Brooklands,77 210 €,REST,V,DB 5 Vantage Saloon,8016,1963
PORSCHE,Brooklands,356 B (60) coupé T 6,Historics at Brooklands,65 140 €,REST,V,DB 5 Vantage Saloon,8016,1963
PORSCHE,Londres,356 B 60 coupé T 6,Bonhams,87 300 €,REST,V,DB 5 Vantage Saloon,8016,1963
PORSCHE,Greenwich,"356 B ""60"" coupé T 6",Bonhams & Butterfields,21 000 €,OR+,V,DB 5 Vantage Saloon,8016,1963
PORSCHE,Montastruc-la-Conseillère,"356 B ""60"" coupé T 6",SVV Machoïr,33 000 €,REST+,V,DB 5 Vantage Saloon,8016,1963
,,,,,,,DB 5 Vantage Saloon,5687,1963
PORSCHE,Scottsdale,356 B (60 ch) coupé T 5 toit ouvrant,Bonhams,78 580 €,REST,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Atlanta,356 B (60) coupé Reutter toit ouvrant,RM Sotheby's,101 310 €,OR+,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Paris,356 B (60) coupé T 5,Bonhams,79 350 €,REST,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Scottsdale,356 B (60) coupé T 5,Gooding & Co,76 480 €,REST,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Scottsdale,"356 B coupé, moteur 1750",Gooding & Co.,85 360 €,REST/TR,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Scottsdale,356 B coupé préparé 80 ch,Bonhams,98 290 €,REST/TR,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Le Mans,356 B coupé T 5,Artcurial Motorcars,58 410 €,OR+,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Toffen,356 B 1600 coupé,Oldtimer Galerie Toffen,57 346 €,REST,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Knokke le Zoute,356 B 1600 cabriolet Reutter police ,Bonhams,235 750 €,REST,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,zurich,356 B 1600 Super cabriolet T5,Oldtimer Galerie Toffen,124 010 €,REST+,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Versailles,"356 B ""60"" coupé T 5, moteur 75 ch",Chevau-Légers Enchères,31 000 €,REST/TR,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Sparkford,"356 B ""60"" coupé T 5 RHD ex-South Africa",H & H Classic Auctions,33 520 €,RAR,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Sainte-Geneviève,"356 B ""60"" coupé T 5 ex-USA",Australe,23 500 €,REST-,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Londres,"356 B ""60"" coupé T 5 LHD toit ouvrant",RM Auctions,28 600 €,OR+,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Silverstone,"356 B ""60"" coupé T 5 LHD toit ouvrant",Bonhams,21 450 €,REST,V,DB 5 Vantage Saloon,5687,1963
PORSCHE,Quail Lodge,"356 B ""60"" coupé T 5 LHD",Bonhams & Butterfields,15 750 €,OR,V,DB 5 Vantage Saloon,5687,1963
,,,,,,,DB 5 Vantage Saloon,5701,1963
PORSCHE,Amelia Island,356 A 1600 GS Carrera de Luxe coupé Reutter,Bonhams,508 760 €,OR+,V,DB 5 Vantage Saloon,5701,1963
PORSCHE,London,356 A 1600 GS Carrera de Luxe coupé,RM Auction,262 210 €,REST,V,DB 5 Vantage Saloon,5701,1963
PORSCHE,Londres,356 A 1600 GS Carrera GS/GT coupé (102543),RM Auctions,140 250 €,REST+,V,DB 5 Vantage Saloon,5701,1963
,,,,,,,DB 5 Vantage Saloon,8022,1963
PORSCHE,Carmel,356 A 1500 GS Carrera Speedster,Bonhams,787 000 €,REST,V,DB 5 Vantage Saloon,8022,1963
PORSCHE,Amelia Island,356 A 1500 GS/GT Carrera Speedster alu,Gooding & Co.,1 386 000 €,REST,V,DB 5 Vantage Saloon,8022,1963
PORSCHE,Paris,"356 A 1500 Carrera GS Speedster, moteur changé",Artcurial Motorcars,320 000 €,REST+,V,DB 5 Vantage Saloon,8022,1963
PORSCHE,Paris,356 A Carrera GS/GT coupé 1600 (102543),Bonhams,136 000 €,TR/REST,V,DB 5 Vantage Saloon,8022,1963
PORSCHE,Monterey,356 A 1600 Carrera GT Speedster (84954),Christie's USA,240 000 €,EX,V,DB 5 Vantage Saloon,8022,1963
,,,,,,,DB 5 Vantage Saloon,5700,1963
PORSCHE,Quail Lodge,356 A 1500 GS Carrera coupé custom Dean Jeffries,Bonhams,375 470 €,REST/TR,V,DB 5 Vantage Saloon,5700,1963
PORSCHE,Londres,356 A 1500 GS Carrera coupé Reutter,RM Sotheby's,413 381 €,REST,V,DB 5 Vantage Saloon,5700,1963
PORSCHE,Monaco,356 A Carrera 1500 GS/GT coupé Reuter,RM Auctions,420 000 €,REST,V,DB 5 Vantage Saloon,5700,1963
PORSCHE,Monaco,356 A Carrera 1500 GS/GT Speedster Reuter,RM Auctions,840 000 €,REST,V,DB 5 Vantage Saloon,5700,1963
PORSCHE,Pebble Beach,356 A 1500 GS Carrera Speedster,Gooding & Co.,1 113 750 €,REST+,V,DB 5 Vantage Saloon,5700,1963
,,,,,,,DB 5 Vantage Saloon,8576,1963
ASTON MARTIN,goodwood,DB 5 spec. Vantage Saloon,Bonhams,740 750 €,REST,V,DB 5 Vantage Saloon,8576,1963
ASTON MARTIN,Londres,DB 5 Vantage Saloon LHD,Bonhams,943 680 €,OR+,V,DB 5 Vantage Saloon,8576,1963
ASTON MARTIN,Amelia Island,DB 5 Vantage Saloon LHD,Gooding & Co.,983 840 €,REST,V,DB 5 Vantage Saloon,8576,1963
ASTON MARTIN,Newport Pagnell,DB 5 Vantage Saloon,Bonhams,1 059 610 €,OR+,V,DB 5 Vantage Saloon,8576,1963
ASTON MARTIN,London,DB 5 Vantage Saloon RHD,RM Auctions,257 600 €,REST,V,DB 5 Vantage Saloon,8576,1963
ASTON MARTIN,Reims-Gueux,DB 5 Vantage Saloon LHD méc. (DB5/2217/L),Bonhams,370 000 €,OR+,V,DB 5 Vantage Saloon,8576,1963
ASTON MARTIN,Monaco,DB 5 Vantage Saloon,RM Auctions,390 000 €,REST+,V,DB 5 Vantage Saloon,8576,1963
ASTON MARTIN,Newport Pagnell,DB 5 Vantage Saloon RHD mécan. (DB5/1973/R),Bonhams,127 500 €,RAR,V,DB 5 Vantage Saloon,8576,1963
,,,,,,,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Wormsley,DB 5 Saloon RHD,Bonhams,981 860 €,REST,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Londres,"DB 5 Saloon RHD, boîte 5 ZF",Bonhams,833 430 €,REST,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Pebble Beach,DB 5 Saloon LHD,Gooding & Co,614 690 €,OR+,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Monterey,DB 5 Saloon LHD,RM Sotheby's,628 440 €,REST,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Goodwood,DB 5 Saloon “Goldeneye”,Bonhams,2 216 500 €,EX,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Goodwood,"DB 5 Saloon RHD, moteur 4.3",Bonhams,507 930 €,REST+,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Reading,DB 5 Saloon,Bonhams,713 450 €,OR+,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Londres,DB 5 Saloon,Bonhams,547 660 €,OR-,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Londres,DB 5 Saloon RHD ex-Paul McCartney,Bonhams,1 345 500 €,REST,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Goodwood,DB 5 Saloon,Bonhams,615 210 €,OR+,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Newport Pagnell,DB 5 Saloon RHD,Bonhams,661 150 €,REST,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Amelia Island,"DB 5 Saloon conv. LHD mécan., évolution 4,2 l",RM Sotheby's,928 130 €,REST+/TR,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Scottsdale,DB 5 Saloon,Barrett-Jackson,1 392 900 €,REST,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Scottsdale,DB 5 Saloon LHD,Gooding & Co.,827 730 €,REST,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Phoenix,DB 5 Saloon LHD mécan.,RM Sotheby's,971 010 €,REST,V,DB 5 Vantage Saloon,410,1963
ASTON MARTIN,Paris,DB 5 Saloon LHD ,Artcurial Motorcars,667 520 €,OR+,V,DB 5 Vantage Saloon,410,1963
,,,,,,,DB 5 Vantage Saloon,409,1963
ASTON MARTIN,Goodwood,DB 4 GT Zagato ex-Essex Racing “2 VEV”,Bonhams,11 392 090 €,EX,V,DB 5 Vantage Saloon,409,1963
ASTON MARTIN,New York,DB 4 GT Zagato RHD,RM Sotheby's,13 070 000 €,EX,V,DB 5 Vantage Saloon,409,1963
ASTON MARTIN,Monterey,DB 4 GT Touring LHD,RM Auctions,1 567 500 €,REST+,V,DB 5 Vantage Saloon,409,1963
ASTON MARTIN,Londres,DB 4 GT,Bonhams,1 884 720 €,REST,V,DB 5 Vantage Saloon,409,1963
ASTON MARTIN,Newport Pagnell,DB 4 GT Zagato Sanction II RHD (DB4GT/0198/R),Bonhams,1 484 940 €,EX,V,DB 5 Vantage Saloon,409,1963
,,,,,,,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Monterey,DB 4 GT Touring (châssis court) prototype,RM Sotheby's,5 752 280 €,REST,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Londres,DB 4 GT Touring RHD,RM Sotheby's,2 865 000 €,REST,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Monterey,DB 4 GT Touring,RM Auctions,1 650 000 €,REST+,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Newport Pagnell,DB 4 GT Jet Bertone LHD (DB4GT/0201/L),Bonhams / Aston Martin,3 784 160 €,EX,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Monterey,DB 4 GT Touring LHD,RM Auctions,1 648 350 €,REST+,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Paris,"DB 4 GT Touring LHD, palmarès (DB4/GT/142/L)",Bonhams,1 012 000 €,EX,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Newport PagNell,"DB 4 GT Saloon RHD, re-création RHD",Bonhams,228 000 €,REST+/TR,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Pebble Beach,DB 4 GT Touring,Gooding & Company,787 500 €,REST+,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Newport Pagnell,DB 4 GT Touring RHD (DB4GT/0145/R),Bonhams,1 299 380 €,OR+/EX,V,DB 5 Vantage Saloon,408,1963
ASTON MARTIN,Monaco (Coys),DB 4 GT Touring LHD prép. (DB4GT/0173/L),Coys Europe,870 000 €,REST+/TR,V,DB 5 Vantage Saloon,408,1963
,,,,,,,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Wormsley,DB 4 série 4 cabriolet RHD,Bonhams,924 360 €,REST,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Londres,DB 4 Series V cabriolet RHD,RM Sotheby's,1 133 000 €,REST+,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Newport Pagnell,DB 4 Vantage cabriolet,Bonhams,1 324 020 €,OR+,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Paris,DB 4 Series V Convertible LHD,Artcurial Motorcars,1 473 200 €,REST+,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Goodwood,"DB 4 cabriolet moteur Vantage, clim, hard-top",Bonhams,1 361 610 €,REST+/TR,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Paris,"DB 4 cabriolet LHD, livré France",Bonhams,1 060 000 €,OR+,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Paris,DB 4 Vantage cabriolet hard-top LHD,Bonhams,805 000 €,OR+,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Newport Pagnell,DB 4 Vantage cabriolet RHD (DB4C/1072/R),Bonhams,757 196 €,OR+,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Newport PagNell,DB 4 Vantage cabriolet RHD (DB4C/1108/R),Bonhams,524 400 €,REST+,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Newport PagNell,DB 4 cabriolet RHD mécan. (DB4C/1104/R),Bonhams,319 200 €,SEP,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,London,DB 4 cabriolet,RM Auctions,285 600 €,REST,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Buxton,DB 4 cabriolet RHD (DB4C/1092/R),H & H Classic Auctions,324 030 €,REST+,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Newport PagNell,"DB 4 cabriolet RHD, moteur Vantage",Bonhams,239 800 €,REST/TR,V,DB 5 Vantage Saloon,407,1963
ASTON MARTIN,Newport Pagnell,DB 4 cabriolet RHD mécan. (DB4C/1102/R),Bonhams,225 000 €,REST,V,DB 5 Vantage Saloon,407,1963
,,,,,,,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Goodwood,DB 4 Vantage Saloon RHD,Bonhams,519 820 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Knokke le Zoute,DB 4 Vantage Saloon LHD,Bonhams,1 121 250 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Newport Pagnell,DB 4 Vantage Saloon,Bonhams,359 230 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Newport Pagnell,DB 4 Series V Vantage Saloon RHD ,Bonhams / Aston Martin,213 687 €,OR-,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,London,DB 4 Vantage Saloon,RM Auction,239 410 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Newport PagNell,"DB 4 Vantage Saloon RHD mécan., moteur 4.2",Bonhams,193 800 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Newport PagNell,"DB 4 Series V Vantage Saloon RHD, toit souple",Bonhams,171 000 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,London,DB 4 Vantage Saloon,RM Auctions,271 320 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,London,DB 4 Vantage cabriolet,RM Auctions,426 410 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Newport PagNell,DB 4 Vantage Saloon LHD (DB4/890/L),Bonhams,232 800 €,REST+,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Newport PagNell,DB 4 Series V Vantage Saloon RHD (DB4/1195/R),Bonhams,121 000 €,REST,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Harrogate,DB 4 Series IV Vantage Saloon RHD (DB4/952/R),H & H Classic Auctions,256 500 €,REST+,V,DB 5 Vantage Saloon,406,1963
ASTON MARTIN,Newport Pagnell,DB 4 Series IV Vantage Saloon RHD (DB4/866/R),Bonhams,135 000 €,REST,V,DB 5 Vantage Saloon,406,1963
,,,,,,,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Brooklands,DB 4 série 2 Saloon RHD,Historics at Brooklands,452 470 €,REST,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Wormsley,DB 4 série 3 Saloon RHD,Bonhams,328 010 €,OR+,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Essen,DB 4 Saloon,RM Sotheby's,387 500 €,REST+,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,goodwood,DB 4 série 4 Saloon RHD,Bonhams,234 170 €,REST,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Goodwood,"DB 4 Saloon, conv. DB 4 GT",Bonhams,631 120 €,REST/TR,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Monterey,DB 4 Saloon Series III LHD,RM Sotheby's,453 490 €,REST,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Quail Lodge,DB 4 Saloon LHD,Bonhams,373 110 €,OR,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Reading,DB 4 Saloon,Bonhams,421 120 €,REST,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Amelia Island,DB 4 Saloon,RM Sotheby,0 €,REST,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Londres,DB 4 série 5 Saloon (moteur Vantage) RHD,Bonhams,587 260 €,OR+,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Monterey,DB 4 Saloon série 2,RM Sotheby's,636 020 €,REST,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Goodwood,DB 4 Series I Saloon RHD,Bonhams,371 000 €,REST,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Greenwich,DB 4 Series II Saloon RHD,Bonhams,308 580 €,REST,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Newport Pagnell,"DB 4 Lightweight ADA 4, 5 l",Bonhams,278 710 €,REST/TR,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Newport Pagnell,"DB 4 Series III Saloon RHD, évol. 4,2 l",Bonhams,469 930 €,REST+,V,DB 5 Vantage Saloon,405,1963
ASTON MARTIN,Newport Pagnell,DB 4 Series III Saloon RHD,Bonhams,265 520 €,REC,V,DB 5 Vantage Saloon,405,1963
,,,,,,,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Wormsley,DB Mark 3 cabriolet (conversion récente) RHD,Bonhams,262 410 €,REST/TR,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Londres,DB Mark 3 cabriolet RHD,Bonhams,457 940 €,REST,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Reading,DB Mark 3 cabriolet,Bonhams,446 540 €,REST,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Scottsdale,DB Mark 3 cabriolet,Gooding & Co,508 390 €,REST,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Newport Pagnell,DB Mark 3 cabriolet Tickford LHD,Bonhams,582 200 €,REST,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Monterey,DB Mark III cabriolet LHD,RM Sotheby's,965 357 €,REST+,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Pebble Beach,DB Mark 3 cabriolet LHD ,Gooding & Co,759 000 €,REST,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Le Mans,DB Mark III cabriolet LHD (AM300/3/1719),Artcurial Motorcars,601 960 €,OR+,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Newport Pagnell,DB Mk 3 cabriolet Tickford,Bonhams,177 790 €,SEP,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Newport Pagnell,DB Mark 3 cabriolet RHD,Bonhams,285 975 €,REST,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Newport PagNell,DB Mark 3 cabriolet RHD (AM300/3/1759),Bonhams,189 240 €,REST+,V,DB 5 Vantage Saloon,404,1963
ASTON MARTIN,Monaco (Bonhams),DB Mark 3 cabriolet RHD (AM300/3/1808),Bonhams SAM,150 000 €,REST,V,DB 5 Vantage Saloon,404,1963
,,,,,,,DB 5 Vantage Saloon,403,1963
ASTON MARTIN,Newport Pagnell,DB Mark 3 Coupé Tickford,Bonhams,486 720 €,REST,V,DB 5 Vantage Saloon,403,1963
ASTON MARTIN,Goodwood,DB Mark 3 coupé Tickford,Bonhams,255 000 €,REST,V,DB 5 Vantage Saloon,403,1963
ASTON MARTIN,Newport Pagnell,DB Mk 3 coupé Tickford,Bonhams,187 450 €,REST,V,DB 5 Vantage Saloon,403,1963
,,,,,,,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Les Essarts,"DB Mark 3 Saloon LHD, 3 carburateurs",HdV de la Seine (Me Chéroyan) / M. Séné,209 300 €,OR+,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Paris,DB Mark 3 Saloon LHD,RM Sotheby's,207 000 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Paris,DB Mark 3 Saloon LHD,Artcurial,238 400 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Londres,DB Mark 3 Saloon RHD,Bonhams,126 420 €,OR,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Pebble Beach,DB Mark 3 Saloon LHD,Gooding & Co,340 440 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Goodwood,DB Mark 3 Saloon,Bonhams,148 750 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Newport Pagnell,DB Mark 3 Saloon RHD,Bonhams,249 690 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Amelia Island,DB Mark 3 Saloon LHD,RM Sotheby's,283 590 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Paris,DB Mark III Saloon LHD,Artcurial Motorcars,196 680 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Newport Pagnell,DB Mark 3 Saloon,Bonhams,251 690 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Paris,"DB Mark III Saloon LHD, freins AV disques",Artcurial Motorcars,274 160 €,REST+,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Zurich,DB Mark 3 Saloon LHD,Oldtimer Galerie Toffen,258 174 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Spa,DB Mark 3 Saloon,Bonhams,247 250 €,REST,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Phoenix,DB Mark 3 Saloon,RM Auctions,329 180 €,REST+,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Paris,DB Mark 3 Saloon LHD (AM300/3/1406),Artcurial Motorcars,184 760 €,OR+,V,DB 5 Vantage Saloon,402,1963
ASTON MARTIN,Beaulieu,DB Mark 3 Saloon,Bonhams,116 600 €,SEP,V,DB 5 Vantage Saloon,402,1963
,,,,,,,DB 5 Vantage Saloon,401,1963
ASTON MARTIN,Reading,DB 2/4 Mark 2 cabriolet LHD,Bonhams,255 900 €,OR-,V,DB 5 Vantage Saloon,401,1963
ASTON MARTIN,Newport PagNell,DB 2/4 Mark 2 cabriolet RHD (AM300/1104),Bonhams,233 700 €,REST,V,DB 5 Vantage Saloon,401,1963
ASTON MARTIN,Westport,DB 2/4 Mark 2 cabriolet LHD (AM300/1137),Bonhams & Butterfields,144 380 €,REST,V,DB 5 Vantage Saloon,401,1963
ASTON MARTIN,Goodwood,DB 2/4 Mark 2 cabriolet RHD (AM300/1104),Bonhams,180 400 €,REST+,V,DB 5 Vantage Saloon,401,1963
ASTON MARTIN,Newport Pagnell,DB 2/4 Mark 2 cabriolet RHD (AM300/1104),Bonhams,222 750 €,REST+,V,DB 5 Vantage Saloon,401,1963
,,,,,,,DB 5 Vantage Saloon,400,1963
ASTON MARTIN,Reading,DB 2/4 Mark 2 Coupé Tickford LHD,Bonhams,319 450 €,REST,V,DB 5 Vantage Saloon,400,1963
ASTON MARTIN,Pebble Beach,DB 2/4 Mk 2 coupé Tickford,Gooding & Co.,257 429 €,REST+,V,DB 5 Vantage Saloon,400,1963
ASTON MARTIN,New York,DB 2/4 Mark 2 Supersonic Ghia,RM Auctions/Sotheby,1 709 400 €,REST,V,DB 5 Vantage Saloon,400,1963
ASTON MARTIN,London,DB 2/4 Mark 2 Coupé Tickford,RM Auctions,103 600 €,REST,V,DB 5 Vantage Saloon,400,1963
,,,,,,,DB 5 Vantage Saloon,399,1963
ASTON MARTIN,Monterey,DB 2/4 Mark 2 Saloon,RM Sotheby's,273 810 €,REST,V,DB 5 Vantage Saloon,399,1963
ASTON MARTIN,Goodwood,DB 2/4 Mark 2 Saloon,Bonhams,218 220 €,REST,V,DB 5 Vantage Saloon,399,1963
ASTON MARTIN,Goodwood,DB 2/4 Saloon Project 193 RHD,Bonhams,383 740 €,REST/EX,V,DB 5 Vantage Saloon,399,1963
ASTON MARTIN,Newport Pagnell,DB 2/4 Mark 2 Saloon RHD,Bonhams,64 320 €,SEP,V,DB 5 Vantage Saloon,399,1963
ASTON MARTIN,Newport Pagnell,DB 2/4 Mk 2 Saloon Tickford,Bonhams,194 280 €,REST,V,DB 5 Vantage Saloon,399,1963
