auction_brand,auction_date,auction_location,auction_model,auction_organizor,auction_price,auction_restauration_code,auction_sales_code,auction_url,model,quote_id,year
FIAT,05/06/2010,CadaujaC,124 Sport 1400 coupé,SVV Briscadieu / M. Saint-Gal,1 250 €,OR,V,,,2429,
,,,,,,,,,,9139,
FIAT,19/03/2016,Auvers sur Oise,124 berline,William Le Calvez,4 199 €,OR+,V,,,9139,
,,,,,,,,,,11801,
FIAT,20/07/2013,Thorée les Pins,"Panda 750 L Estivale, toit ouvrant",Cyril Duval Enchères,132 €,SEP,V,,,11801,
,,,,,,,,,,11064,
FIAT,07/02/2013,Paris,"238 fourgon “Garage Francorchamps""",Bonhams,23 000 €,OR-,V,,,11064,
,,,,,,,,,,11038,
FIAT,02/09/2018,Auburn,850 Shellette Michelotti,RM Sotheby's,18 000 €,SEP/INC,V,,,11038,
FIAT,07/07/2018,Le Mans,850 Shellette Michelotti,Artcurial,38 140 €,OR,V,,,11038,
FIAT,14/05/2016,Monaco,850 Special Spiaggetta Michelotti,RM Sotheby's,61 600 €,REST,V,,,11038,
FIAT,24/05/2015,Spa,850 Shellette Michelotti,Bonhams,17 250 €,OR+,V,,,11038,
FIAT,07/02/2014,Paris,"850 Shellette Michelotti, ex-Philippe Starck",Artcurial Motorcars,41 720 €,EX,V,,,11038,
,,,,,,,,,,9137,
FIAT,02/07/2017,Monaco,850 Grand Prix Lombardi,Artcurial Motorcars,23 960 €,REST,V,,,9137,
,,,,,,,,,,9138,
FIAT,20/07/2008,Uzerche,850 Racer Berlinetta Bertone,Me Arnaud-Lacroze / M. Saint Gal,4 000 €,OR,V,,,9138,
,,,,,,,,,,2428,
FIAT,01/04/2018,Le Mans,850 Sport Spider,Marie Line Balsan,8 000 €,REST,V,,,2428,
FIAT,11/06/2017,Mirebeau,850 Sport Spider,HdV Poitiers (Me Tailliez) / M. Combaud,1 450 €,SEP,V,,,2428,
FIAT,07/04/2017,Esvres sur Indre,850 Sport spider,Alcopa Auction Tours,8 590 €,REST-,V,,,2428,
FIAT,29/10/2016,Poitiers,850 Sport Spider,HdV de Poitiers / M. Souchaud,9 594 €,OR,V,,,2428,
FIAT,14/06/2015,Fontainebleau,850 Sport spider,Jean-Pierre Osenat,15 000 €,OR+,V,,,2428,
FIAT,11/05/2012,Monaco,850 Spider,Bonhams,6 670 €,REST,V,,,2428,
FIAT,13/12/2009,Fontainebleau,850 Sport spider,Jean-Pierre Osenat,4 700 €,OR+,V,,,2428,
FIAT,22/07/2007,Uzerche,850 Sport spider,Me Arnaud-Lacroze / M. Saint-Gal,4 800 €,OR+,V,,,2428,
,,,,,,,,,,2427,
FIAT,06/10/2017,Hershey,"850 spider (+ somme inconnue, vente caritative)",RM Sotheby's,20 630 €,REST,V,,,2427,
FIAT,11/06/2017,Mirebeau,850 Spider,HdV Poitiers (Me Tailliez) / M. Combaud,4 600 €,OR-,V,,,2427,
FIAT,24/09/2011,Cap d'agde,850 spider,galateau,2 100 €,OR+,V,,,2427,
FIAT,05/11/2006,Chassieu,850 Spider,Besch Cannes Auction / M. Cornu,4 800 €,OR+,V,,,2427,
FIAT,23/07/2006,Uzerche,850 Spider,Me Arnaud-Lacroze / M. Saint-Gal,300 €,EP,V,,,2427,
,,,,,,,,,,2426,
FIAT,20/10/2018,Fontainebleau,850 Sport coupé,Osenat,9 840 €,OR+,V,,,2426,
FIAT,29/06/2017,Saint-Priest,850 Sport coupé,Alcopa Auction Lyon,7 230 €,OR,V,,,2426,
FIAT,30/10/2016,Paris,850 Sport Coupé,Artcurial Motorcars,13 708 €,OR+,V,,,2426,
FIAT,01/12/2012,Toffen,850 Sport Coupé,Oldtimer Galerie,11 148 €,REST,V,,,2426,
